"FRAUDFOUND","WEEKOFMONTH","DAYOFWEEK","MAKE","ACCIDENTAREA","DAYOFWEEKCLAIMED","MONTHCLAIMED","WEEKOFMONTHCLAIMED","SEX","MARITALSTATUS","FAULT","VEHICLECATEGORY","VEHICLEPRICE","POLICYNUMBER","REPNUMBER","DEDUCTIBLE","DRIVERRATING","DAYS:POLICY-ACCIDENT","DAYS:POLICY-CLAIM","PASTNUMBEROFCLAIMS","AGEOFVEHICLE","AGEOFPOLICYHOLDER","POLICEREPORTFILED","WITNESSPRESENT","AGENTTYPE","NUMBEROFSUPPLIMENTS","ADDRESSCHANGE-CLAIM","NUMBEROFCARS","BASEPOLICY"
"Yes",4,"Wednesday","Mazda","Urban","Thursday","Nov",2,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",7499,7,400,4,"morethan30","morethan30","2to4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",4,"Wednesday","Pontiac","Urban","Friday","Dec",1,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",7505,5,400,3,"morethan30","morethan30","morethan4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",3,"Monday","Mazda","Rural","Wednesday","Jul",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",7517,5,400,3,"morethan30","morethan30","none","morethan7","41to50","No","No","External","3to5","nochange","1vehicle","Collision"
"No",3,"Thursday","Honda","Urban","Friday","Jul",4,"Male","Single","PolicyHolder","Sport","30_000 to 39_000",7519,4,400,1,"morethan30","morethan30","morethan4","6years","31to35","No","No","External","none","4to8years","2vehicles","Liability"
"Yes",5,"Friday","Pontiac","Urban","Friday","Nov",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",7522,3,400,2,"morethan30","morethan30","1","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",5,"Friday","Mazda","Urban","Thursday","Dec",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",7523,11,400,3,"morethan30","morethan30","1","7years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",5,"Sunday","Chevrolet","Urban","Monday","Jul",5,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",7542,7,400,2,"morethan30","morethan30","2to4","5years","26to30","No","No","Internal","morethan5","nochange","1vehicle","Collision"
"Yes",5,"Friday","Accura","Urban","Wednesday","Dec",3,"Male","Married","PolicyHolder","Utility","more than 69_000",7555,3,400,4,"morethan30","morethan30","1","morethan7","51to65","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",5,"Saturday","Toyota","Urban","Tuesday","Nov",2,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",7556,11,400,1,"morethan30","morethan30","1","7years","51to65","No","No","External","none","nochange","1vehicle","Collision"
"Yes",5,"Saturday","Ford","Urban","Friday","Nov",1,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",7559,1,400,3,"morethan30","morethan30","2to4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",5,"Saturday","Pontiac","Urban","Wednesday","Nov",1,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",7568,14,400,1,"morethan30","morethan30","none","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",5,"Sunday","Toyota","Urban","Wednesday","Nov",1,"Female","Single","PolicyHolder","Sport","20_000 to 29_000",7584,6,400,3,"morethan30","morethan30","2to4","4years","31to35","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",5,"Monday","Mazda","Rural","Wednesday","Nov",1,"Male","Married","PolicyHolder","Sedan","less than 20_000",7612,16,400,1,"morethan30","morethan30","2to4","7years","41to50","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",5,"Monday","Honda","Rural","Wednesday","Nov",1,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",7619,14,400,1,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",5,"Monday","Honda","Urban","Thursday","Nov",3,"Male","Single","ThirdParty","Sport","more than 69_000",7625,14,400,1,"morethan30","morethan30","none","3years","21to25","No","No","External","none","nochange","1vehicle","Collision"
"Yes",3,"Friday","VW","Urban","Thursday","Mar",3,"Male","Single","ThirdParty","Sedan","more than 69_000",7651,3,500,4,"morethan30","morethan30","none","7years","36to40","No","No","External","morethan5","2to3years","1vehicle","AllPerils"
"Yes",1,"Tuesday","Accura","Rural","Wednesday","Nov",1,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",7660,9,400,3,"morethan30","morethan30","none","morethan7","over65","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",1,"Tuesday","Chevrolet","Urban","Wednesday","Nov",1,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",7666,4,400,2,"morethan30","morethan30","none","5years","31to35","No","No","External","1to2","4to8years","2vehicles","Collision"
"No",3,"Thursday","Chevrolet","Urban","Monday","Apr",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",7676,8,400,4,"morethan30","morethan30","morethan4","5years","31to35","No","No","External","3to5","nochange","1vehicle","Collision"
"No",4,"Friday","Mazda","Urban","Saturday","Dec",4,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",7691,7,400,4,"morethan30","morethan30","none","5years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"Yes",1,"Thursday","Accura","Urban","Monday","Nov",4,"Male","Married","PolicyHolder","Sedan","more than 69_000",7697,6,400,3,"morethan30","morethan30","none","morethan7","41to50","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",4,"Thursday","Chevrolet","Urban","Thursday","Jul",4,"Female","Married","PolicyHolder","Sport","20_000 to 29_000",7718,16,400,4,"morethan30","morethan30","2to4","5years","31to35","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",1,"Friday","Pontiac","Urban","Thursday","Nov",2,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",7730,15,400,1,"morethan30","morethan30","1","6years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",2,"Wednesday","Mazda","Urban","Wednesday","Sep",2,"Male","Single","PolicyHolder","Sport","20_000 to 29_000",7733,7,400,3,"morethan30","morethan30","none","7years","31to35","No","No","Internal","morethan5","nochange","1vehicle","Liability"
"No",1,"Wednesday","Toyota","Urban","Wednesday","Aug",1,"Female","Married","PolicyHolder","Sport","20_000 to 29_000",7741,10,400,4,"morethan30","morethan30","1","6years","31to35","No","No","External","none","nochange","1vehicle","Liability"
"No",3,"Friday","Pontiac","Urban","Wednesday","Nov",4,"Male","Single","ThirdParty","Sedan","20_000 to 29_000",7749,7,400,1,"morethan30","morethan30","2to4","7years","31to35","No","No","External","3to5","nochange","1vehicle","Collision"
"No",3,"Monday","Toyota","Urban","Thursday","Jul",4,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",7760,14,400,4,"morethan30","morethan30","1","morethan7","36to40","No","No","External","3to5","nochange","1vehicle","Liability"
"No",1,"Monday","Pontiac","Urban","Monday","Jul",1,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",7764,1,400,4,"morethan30","morethan30","none","morethan7","41to50","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",4,"Wednesday","Honda","Urban","Thursday","Apr",1,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",7776,4,400,4,"morethan30","morethan30","2to4","7years","41to50","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",1,"Sunday","Pontiac","Rural","Friday","Nov",2,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",7788,2,400,1,"morethan30","morethan30","1","7years","41to50","No","No","External","none","nochange","1vehicle","Collision"
"Yes",2,"Monday","Ford","Urban","Wednesday","Mar",1,"Male","Married","PolicyHolder","Sedan","40_000 to 59_000",7799,16,400,4,"morethan30","morethan30","2to4","6years","51to65","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",2,"Wednesday","Saab","Rural","Friday","Oct",3,"Male","Married","PolicyHolder","Sedan","30_000 to 39_000",7135,12,400,2,"morethan30","morethan30","1","7years","31to35","No","No","External","3to5","nochange","3to4","Collision"
"No",5,"Wednesday","Pontiac","Urban","Wednesday","Jun",5,"Female","Married","PolicyHolder","Sedan","30_000 to 39_000",7139,8,400,3,"morethan30","morethan30","2to4","6years","36to40","No","No","External","3to5","nochange","1vehicle","Collision"
"Yes",2,"Thursday","Honda","Urban","Monday","Oct",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",7160,10,400,4,"morethan30","morethan30","2to4","6years","31to35","No","No","External","1to2","nochange","1vehicle","Collision"
"Yes",2,"Thursday","Honda","Urban","Wednesday","Nov",2,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",7166,12,400,3,"morethan30","morethan30","morethan4","7years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"No",2,"Thursday","Pontiac","Urban","Thursday","Oct",3,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",7170,10,400,1,"morethan30","morethan30","2to4","6years","31to35","No","No","External","3to5","nochange","1vehicle","AllPerils"
"No",3,"Wednesday","Mazda","Urban","Friday","Aug",3,"Male","Married","PolicyHolder","Utility","more than 69_000",7173,9,400,4,"morethan30","morethan30","2to4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",2,"Thursday","Honda","Urban","Thursday","Oct",3,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",7181,9,400,2,"morethan30","morethan30","1","6years","31to35","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",3,"Friday","Mazda","Urban","Tuesday","Oct",3,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",7194,6,400,3,"morethan30","morethan30","none","morethan7","41to50","No","No","External","3to5","nochange","1vehicle","AllPerils"
"No",2,"Friday","Toyota","Urban","Tuesday","Jun",2,"Female","Married","PolicyHolder","Sport","20_000 to 29_000",7212,10,400,2,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","morethan5","nochange","1vehicle","Liability"
"Yes",3,"Friday","Chevrolet","Rural","Monday","Oct",3,"Female","Married","PolicyHolder","Sedan","more than 69_000",7213,16,400,3,"morethan30","morethan30","1","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",3,"Saturday","Mazda","Urban","Tuesday","Oct",3,"Female","Married","PolicyHolder","Sedan","30_000 to 39_000",7230,4,400,3,"morethan30","morethan30","morethan4","morethan7","41to50","No","No","External","3to5","nochange","1vehicle","Collision"
"No",4,"Saturday","Honda","Urban","Friday","Oct",5,"Male","Married","ThirdParty","Sedan","40_000 to 59_000",7237,13,400,4,"morethan30","morethan30","none","morethan7","over65","No","No","External","3to5","nochange","1vehicle","Collision"
"No",2,"Monday","Mazda","Urban","Monday","Oct",3,"Male","Married","PolicyHolder","Sport","30_000 to 39_000",7238,16,400,2,"morethan30","morethan30","morethan4","morethan7","41to50","No","No","External","none","nochange","1vehicle","Liability"
"No",1,"Friday","VW","Urban","Tuesday","Mar",2,"Male","Married","PolicyHolder","Sport","60_000 to 69_000",7250,5,400,2,"morethan30","morethan30","morethan4","morethan7","36to40","No","No","External","morethan5","nochange","1vehicle","Liability"
"No",3,"Wednesday","Accura","Urban","Thursday","Mar",1,"Male","Married","PolicyHolder","Sedan","more than 69_000",7251,12,400,2,"morethan30","morethan30","2to4","7years","36to40","No","No","External","1to2","nochange","1vehicle","Collision"
"No",4,"Saturday","Honda","Urban","Monday","Apr",4,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",7262,4,400,4,"morethan30","morethan30","none","morethan7","51to65","No","No","External","1to2","nochange","1vehicle","Liability"
"No",2,"Thursday","Toyota","Urban","Wednesday","Mar",1,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",7273,13,400,1,"8to15","morethan30","none","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",3,"Monday","Toyota","Urban","Monday","Feb",3,"Male","Married","PolicyHolder","Sport","20_000 to 29_000",7281,2,400,2,"morethan30","morethan30","morethan4","7years","36to40","No","No","External","none","1year","1vehicle","Liability"
"No",3,"Monday","Honda","Urban","Tuesday","Apr",3,"Male","Single","PolicyHolder","Sport","more than 69_000",7292,16,400,3,"morethan30","morethan30","1","new","16to17","No","No","External","none","nochange","1vehicle","Liability"
"Yes",3,"Monday","Pontiac","Urban","Wednesday","Oct",4,"Male","Single","PolicyHolder","Sedan","30_000 to 39_000",7317,13,700,4,"morethan30","morethan30","2to4","7years","31to35","No","No","External","1to2","nochange","1vehicle","Collision"
"Yes",3,"Tuesday","Pontiac","Urban","Friday","Oct",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",7325,6,400,1,"morethan30","morethan30","1","morethan7","51to65","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",3,"Tuesday","Pontiac","Urban","Wednesday","Oct",3,"Male","Married","PolicyHolder","Sedan","more than 69_000",7337,10,400,3,"morethan30","morethan30","1","7years","36to40","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",3,"Thursday","Chevrolet","Urban","Tuesday","Oct",4,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",7360,6,400,4,"morethan30","morethan30","none","5years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"No",1,"Thursday","Mazda","Rural","Wednesday","Mar",2,"Male","Married","PolicyHolder","Utility","more than 69_000",7366,2,400,2,"morethan30","morethan30","2to4","morethan7","41to50","No","No","External","3to5","nochange","1vehicle","AllPerils"
"Yes",4,"Saturday","Honda","Rural","Wednesday","Oct",4,"Female","Single","PolicyHolder","Sedan","20_000 to 29_000",7395,8,400,3,"morethan30","morethan30","none","4years","36to40","No","No","External","1to2","nochange","1vehicle","AllPerils"
"Yes",3,"Monday","Mazda","Urban","Wednesday","Nov",3,"Male","Married","ThirdParty","Sedan","20_000 to 29_000",7396,13,300,4,"morethan30","morethan30","1","5years","31to35","No","No","External","none","2to3years","1vehicle","AllPerils"
"No",3,"Friday","Pontiac","Urban","Wednesday","Dec",5,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",7398,16,400,2,"morethan30","morethan30","none","7years","31to35","No","No","External","1to2","nochange","1vehicle","AllPerils"
"No",1,"Tuesday","Pontiac","Urban","Thursday","Aug",1,"Male","Married","ThirdParty","Sedan","less than 20_000",7407,2,400,3,"morethan30","morethan30","1","7years","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",4,"Saturday","Honda","Urban","Saturday","Oct",4,"Male","Married","PolicyHolder","Sedan","less than 20_000",7409,3,400,2,"morethan30","morethan30","2to4","6years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",2,"Wednesday","Toyota","Urban","Friday","Sep",2,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",7411,12,400,1,"morethan30","morethan30","2to4","6years","31to35","No","No","External","3to5","nochange","1vehicle","AllPerils"
"Yes",4,"Sunday","Toyota","Rural","Monday","Oct",5,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",7423,6,400,1,"morethan30","morethan30","none","7years","41to50","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",4,"Sunday","Pontiac","Urban","Thursday","Oct",4,"Female","Single","PolicyHolder","Sedan","less than 20_000",7428,3,400,3,"morethan30","morethan30","none","7years","31to35","No","No","External","none","nochange","1vehicle","Collision"
"No",1,"Friday","Ford","Rural","Monday","Feb",1,"Male","Married","PolicyHolder","Sport","40_000 to 59_000",7435,5,400,3,"morethan30","morethan30","2to4","6years","31to35","No","No","External","morethan5","4to8years","2vehicles","Liability"
"Yes",4,"Monday","Toyota","Urban","Tuesday","Oct",4,"Male","Single","PolicyHolder","Sedan","20_000 to 29_000",7440,7,400,2,"15to30","15to30","none","6years","31to35","No","No","External","none","nochange","1vehicle","AllPerils"
"Yes",4,"Monday","Mazda","Urban","Tuesday","Oct",4,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",7461,10,400,1,"morethan30","morethan30","2to4","6years","31to35","No","No","External","morethan5","nochange","1vehicle","Collision"
"Yes",4,"Monday","Mazda","Urban","Wednesday","Oct",4,"Male","Married","PolicyHolder","Sedan","20_000 to 29_000",7462,4,400,1,"morethan30","morethan30","none","7years","36to40","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"No",3,"Monday","Honda","Urban","Wednesday","Jun",5,"Male","Single","PolicyHolder","Sport","more than 69_000",8468,6,400,4,"morethan30","morethan30","1","new","16to17","No","No","External","none","nochange","1vehicle","Liability"
"Yes",5,"Monday","Toyota","Urban","Friday","Sep",3,"Female","Married","PolicyHolder","Sedan","20_000 to 29_000",5983,11,400,4,"morethan30","morethan30","1","7years","31to35","No","No","External","morethan5","nochange","1vehicle","AllPerils"
"Yes",5,"Monday","Mercury","Urban","Monday","Aug",5,"Male","Married","PolicyHolder","Utility","30_000 to 39_000",5988,14,400,3,"morethan30","morethan30","morethan4","morethan7","41to50","No","No","External","none","nochange","1vehicle","AllPerils"
